0,0,1.52716e-48
0.1,0,5.5129e-33
0.1,0.1,0.0130865
0,0,1.52716e-48


0,0,1.52716e-48
0.1,0.1,0.0130865
0,0.1,5.5129e-33
0,0,1.52716e-48


0.1,0,5.5129e-33
0.2,0,8.36018e-33
0.2,0.1,0.0208848
0.1,0,5.5129e-33


0.1,0,5.5129e-33
0.2,0.1,0.0208848
0.1,0.1,0.0130865
0.1,0,5.5129e-33


0.2,0,8.36018e-33
0.3,0,1.00261e-32
0.3,0.1,0.0256297
0.2,0,8.36018e-33


0.2,0,8.36018e-33
0.3,0.1,0.0256297
0.2,0.1,0.0208848
0.2,0,8.36018e-33


0.3,0,1.00261e-32
0.4,0,1.09237e-32
0.4,0.1,0.0282181
0.3,0,1.00261e-32


0.3,0,1.00261e-32
0.4,0.1,0.0282181
0.3,0.1,0.0256297
0.3,0,1.00261e-32


0.4,0,1.09237e-32
0.5,0,1.12085e-32
0.5,0.1,0.0290429
0.4,0,1.09237e-32


0.4,0,1.09237e-32
0.5,0.1,0.0290429
0.4,0.1,0.0282181
0.4,0,1.09237e-32


0.5,0,1.12085e-32
0.6,0,1.09237e-32
0.6,0.1,0.0282181
0.5,0,1.12085e-32


0.5,0,1.12085e-32
0.6,0.1,0.0282181
0.5,0.1,0.0290429
0.5,0,1.12085e-32


0.6,0,1.09237e-32
0.7,0,1.00261e-32
0.7,0.1,0.0256297
0.6,0,1.09237e-32


0.6,0,1.09237e-32
0.7,0.1,0.0256297
0.6,0.1,0.0282181
0.6,0,1.09237e-32


0.7,0,1.00261e-32
0.8,0,8.36018e-33
0.8,0.1,0.0208848
0.7,0,1.00261e-32


0.7,0,1.00261e-32
0.8,0.1,0.0208848
0.7,0.1,0.0256297
0.7,0,1.00261e-32


0.8,0,8.36018e-33
0.9,0,5.5129e-33
0.9,0.1,0.0130865
0.8,0,8.36018e-33


0.8,0,8.36018e-33
0.9,0.1,0.0130865
0.8,0.1,0.0208848
0.8,0,8.36018e-33


0.9,0,5.5129e-33
1,0,6.00651e-50
1,0.1,5.5129e-33
0.9,0,5.5129e-33


0.9,0,5.5129e-33
1,0.1,5.5129e-33
0.9,0.1,0.0130865
0.9,0,5.5129e-33


0,0.1,5.5129e-33
0.1,0.1,0.0130865
0.1,0.2,0.0208848
0,0.1,5.5129e-33


0,0.1,5.5129e-33
0.1,0.2,0.0208848
0,0.2,8.36018e-33
0,0.1,5.5129e-33


0.1,0.1,0.0130865
0.2,0.1,0.0208848
0.2,0.2,0.0346508
0.1,0.1,0.0130865


0.1,0.1,0.0130865
0.2,0.2,0.0346508
0.1,0.2,0.0208848
0.1,0.1,0.0130865


0.2,0.1,0.0208848
0.3,0.1,0.0256297
0.3,0.2,0.0433435
0.2,0.1,0.0208848


0.2,0.1,0.0208848
0.3,0.2,0.0433435
0.2,0.2,0.0346508
0.2,0.1,0.0208848


0.3,0.1,0.0256297
0.4,0.1,0.0282181
0.4,0.2,0.0481572
0.3,0.1,0.0256297


0.3,0.1,0.0256297
0.4,0.2,0.0481572
0.3,0.2,0.0433435
0.3,0.1,0.0256297


0.4,0.1,0.0282181
0.5,0.1,0.0290429
0.5,0.2,0.0496996
